spg,n_atoms,wps,count
10,16,0-1-2-3-6-9-10-11-12,4
10,16,1-1-1-2-2-2-7-11-12-13,2
10,18,1-1-1-1-2-2-2-2-10-12,3
10,18,1-1-1-1-2-2-2-2-7-14,6
10,18,1-1-1-1-2-2-2-2-7-12,1
10,18,0-0-1-2-3-6-7-14,3
10,18,1-1-1-1-2-2-2-2-11-12,1
10,18,1-1-1-1-2-2-2-2-10-14,1
10,18,1-1-1-2-2-2-2-8-9-11-14,1
10,18,1-1-1-1-2-2-2-2-9-11,1
10,19,0-0-1-1-2-2-7-10-12,1
10,19,0-0-1-1-2-2-7-9-14,1
10,20,0-0-1-2-4-5-6-7-11,1
10,20,1-1-1-1-1-2-2-2-2-11-12,1
10,20,0-0-1-1-2-2-7-10-12-14,1
10,20,1-1-1-1-2-2-2-2-2-8-11,1
10,20,0-0-1-1-2-2-3-10-14,1
10,20,1-1-1-1-2-2-2-2-8-9-10-14,1
10,24,1-1-1-1-1-1-2-2-2-2-2-12-14,2
10,24,1-1-1-1-1-2-2-2-2-2-2-7-10,4
10,24,1-1-1-1-1-2-2-2-2-2-7-10-12-14,4
10,24,1-1-1-1-1-2-2-2-2-2-7-9-11-14,3
10,24,1-1-1-1-1-1-2-2-2-2-8-11-12-14,1
10,24,0-0-1-2-3-4-5-6-8-9-10-14,2
10,24,1-1-1-1-1-2-2-2-2-2-2-7-13,1
10,28,0-0-0-1-1-1-2-2-2-8-10-12-13,2
10,28,1-1-1-1-1-2-2-2-2-2-2-2-7-11-12-13,1
10,28,1-1-1-1-1-1-2-2-2-2-2-2-7-9-11-14,1
10,28,1-1-1-1-1-1-2-2-2-2-2-2-7-11-12-13,1
10,30,1-1-1-1-1-1-1-2-2-2-2-2-2-2-10-12,1
11,2,1,3
11,4,1-1,22
11,6,1-1-1,29
11,6,1-1-5,2
11,6,1-1-2,1
11,6,0-1,3
11,8,1-1-1-1,81
11,8,0-1-1,17
11,8,1-1-1-5,6
11,8,0-1-5,2
11,8,0-1-2,1
11,8,0-1-3,1
11,10,1-1-1-1-1,32
11,10,0-1-1-1,20
11,10,1-1-1-1-5,4
11,10,0-1-1-5,5
11,10,1-1-1-2-5,1
11,12,0-0-1-1,16
11,12,1-1-1-1-1-1,22
11,12,0-1-1-1-1,6
11,12,0-1-1-1-5,3
11,12,0-1-1-1-4,1
11,14,1-1-1-1-1-1-1,54
11,14,0-1-1-1-1-1,19
11,14,0-0-1-1-1,2
11,14,0-0-1-1-5,2
11,14,0-1-1-1-1-5,2
11,14,0-0-1-1-3,1
11,14,0-1-1-1-1-3,1
11,14,0-1-1-1-1-4,1
11,16,0-1-1-1-1-1-5,6
11,16,0-0-1-1-1-1,6
11,16,0-1-1-1-1-1-3,2
11,16,0-1-1-1-1-1-2,6
11,16,1-1-1-1-1-1-3-5,1
11,16,0-1-1-1-1-1-4,1
11,16,0-0-0-1-1,8
11,16,0-1-1-1-1-1-1,8
11,16,1-1-1-1-1-1-1-1,13
11,16,0-0-1-1-3-4,2
11,16,0-0-1-1-2-5,1
11,16,1-1-1-1-1-1-1-5,3
11,16,1-1-1-1-1-1-1-2,1
11,18,0-1-1-1-1-1-1-5,4
11,18,0-0-1-1-1-1-1,13
11,18,0-0-1-1-1-1-2,2
11,18,1-1-1-1-1-1-1-1-1,3
11,18,0-1-1-1-1-1-1-1,1
11,18,0-0-0-1-1-1,6
11,18,0-0-0-1-2-5,1
11,18,0-0-1-1-1-1-5,1
11,20,1-1-1-1-1-1-1-1-1-1,32
11,20,0-0-1-1-1-1-3-4,36
11,20,0-0-1-1-1-1-1-5,2
11,20,0-0-1-1-1-1-3-5,1
11,20,0-0-1-1-1-1-1-1,5
11,20,0-1-1-1-1-1-1-1-1,2
11,20,0-0-0-1-1-1-1,2
11,20,0-1-1-1-1-1-1-1-4,2
11,20,0-0-1-1-1-1-2-5,1
11,22,0-0-0-1-1-1-1-1,6
11,22,0-0-1-1-1-1-1-1-5,1
11,22,0-0-0-0-1-1-1,3
11,22,0-0-1-1-1-1-1-3-5,1
11,22,0-0-1-1-1-1-1-2-5,1
11,22,0-0-0-1-1-1-1-5,2
11,22,0-1-1-1-1-1-1-1-1-5,1
11,22,0-1-1-1-1-1-1-1-1-1,1
11,22,1-1-1-1-1-1-1-1-1-1-1,2
11,22,0-1-1-1-1-1-1-1-1-2,1
11,22,0-0-1-1-1-1-1-1-1,1
11,24,0-0-1-1-1-1-1-1-3-5,1
11,24,0-0-1-1-1-1-1-1-1-1,78
11,24,0-1-1-1-1-1-1-1-1-1-1,2
11,24,0-0-0-0-1-1-1-1,5
11,24,1-1-1-1-1-1-1-1-1-1-1-1,7
11,24,0-0-0-1-1-1-1-1-1,6
11,24,0-0-1-1-1-1-1-1-1-5,3
11,24,0-0-0-1-1-1-1-3-5,1
11,24,0-0-1-1-1-1-1-1-2-5,1
11,26,0-0-0-1-1-1-1-1-1-1,1
11,26,0-0-1-1-1-1-1-1-1-1-1,37
11,26,0-0-0-0-1-1-1-1-5,5
11,26,1-1-1-1-1-1-1-1-1-1-1-1-1,3
11,26,0-0-0-0-1-1-1-1-1,1
11,26,0-0-0-0-0-1-1-5,1
11,28,0-0-1-1-1-1-1-1-1-1-1-2,2
11,28,0-0-1-1-1-1-1-1-1-1-1-1,7
11,28,1-1-1-1-1-1-1-1-1-1-1-1-1-1,4
11,28,0-0-1-1-1-1-1-1-1-1-1-3,3
11,28,0-0-1-1-1-1-1-1-1-1-2-5,16
11,28,0-0-0-0-1-1-1-1-1-1,1
11,28,0-0-1-1-1-1-1-1-1-1-1-5,4
11,28,0-0-0-1-1-1-1-1-1-1-1,1
11,28,0-0-0-0-0-1-1-3-5,1
11,28,0-0-0-0-0-1-1-2-4,1
11,28,0-0-1-1-1-1-1-1-1-1-3-4,2
11,30,0-0-0-1-1-1-1-1-1-1-1-1,1
11,30,0-0-0-0-0-1-1-1-1-1,2
11,30,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,5
11,30,0-0-0-0-1-1-1-1-1-1-1,5
11,30,0-0-1-1-1-1-1-1-1-1-1-1-1,1
11,32,0-0-0-0-1-1-1-1-1-1-1-5,1
11,32,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
11,36,0-0-0-0-0-0-0-1-1-1-1,2
11,38,0-0-0-0-0-0-0-1-1-1-3-5,1
11,38,0-0-0-0-0-0-0-0-1-1-1,1
11,38,0-0-0-0-0-0-0-1-1-1-1-3,2
11,38,0-0-0-0-0-0-0-1-1-1-1-5,1
11,40,0-0-0-0-1-1-1-1-1-1-1-1-2-3-4-5,1
11,42,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
11,42,0-0-0-0-0-0-0-1-1-1-1-1-1-1,1
11,44,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,2
11,48,0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
11,48,0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-2-5,1
11,76,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1,1
12,2,9,1
12,4,6-9,10
12,4,1,9
12,6,1-9,73
12,6,1-8,9
12,6,1-6,6
12,6,1-7,1
12,8,1-6-9,167
12,8,1-1,28
12,8,1-7-9,42
12,8,1-8-9,2
12,8,1-7-8,39
12,8,3-8-9,1
12,8,5-6-9,1
12,8,2-8-9,3
12,8,3-6-7,3
12,8,1-6-8,7
12,10,1-2-9,51
12,10,1-1-9,94
12,10,1-7-8-9,1
12,10,1-3-9,5
12,10,1-1-7,9
12,10,0-9,2
12,10,1-1-6,9
12,10,1-1-8,4
12,10,1-2-8,1
12,12,1-1-6-7,10
12,12,1-1-1,120
12,12,1-1-2,2
12,12,1-1-7-9,15
12,12,1-1-6-9,10
12,12,1-2-3,3
12,12,1-2-6-9,1
12,12,1-1-8-9,8
12,12,1-5-6-9,1
12,12,1-1-6-8,2
12,12,1-2-7-8,7
12,12,1-1-3,1
12,14,1-1-1-9,153
12,14,1-1-1-6,16
12,14,1-1-1-7,39
12,14,4-5-6-7-8,1
12,14,0-1-9,5
12,14,1-1-1-8,8
12,14,1-3-4-7,1
12,14,1-1-5-9,6
12,14,1-2-5-9,1
12,14,1-3-4-9,1
12,16,1-1-1-1,23
12,16,0-1-1,15
12,16,0-1-3,16
12,16,0-1-6-9,1
12,16,1-2-4-7-9,1
12,16,1-1-1-6-9,13
12,16,1-2-5-8-9,3
12,16,1-1-1-3,4
12,16,1-1-2-3,8
12,16,1-1-1-7-8,6
12,16,1-1-1-7-9,2
12,16,0-1-2,1
12,16,1-2-5-6-7,5
12,16,1-3-4-8-9,1
12,18,1-1-1-1-9,49
12,18,1-1-1-6-7-9,5
12,18,0-1-3-9,9
12,18,0-1-2-9,6
12,18,0-1-1-9,17
12,18,1-1-1-1-7,9
12,18,0-1-1-7,2
12,18,0-1-3-6,2
12,18,0-3-6-7-8,1
12,18,1-1-1-1-8,4
12,18,0-1-4-6,1
12,18,1-1-1-1-6,3
12,18,1-1-2-5-8,2
12,18,0-1-3-8,1
12,18,0-1-2-7,2
12,18,1-1-2-3-9,14
12,20,1-1-1-1-6-8,9
12,20,0-1-1-3,18
12,20,1-1-1-1-1,66
12,20,0-1-1-6-9,16
12,20,1-1-1-1-6-9,4
12,20,0-1-1-7-9,4
12,20,1-1-1-2-5,1
12,20,0-1-1-7-8,3
12,20,0-1-2-6-9,3
12,20,0-1-1-5,1
12,20,0-1-1-1,4
12,20,0-1-2-7-8,1
12,20,1-1-1-1-7-9,17
12,20,0-1-3-6-9,5
12,20,1-1-2-3-5,2
12,20,0-1-2-3,2
12,20,1-1-2-3-8-9,2
12,20,1-1-1-1-8-9,1
12,20,0-1-1-2,2
12,20,0-1-3-6-8,1
12,20,0-0-1,1
12,20,1-1-2-2-3,1
12,20,1-1-1-2-3,1
12,20,0-1-1-6-8,1
12,20,1-1-1-1-7-8,3
12,20,1-1-1-1-3,1
12,20,0-1-3-7-9,1
12,20,1-1-2-3-6-7,1
12,20,1-1-2-3-3,1
12,20,0-1-3-4,1
12,20,0-1-2-7-9,1
12,20,3-4-5-6-7-8-9,1
12,20,1-1-2-3-4,2
12,22,1-1-1-1-1-9,11
12,22,1-1-1-1-1-7,9
12,22,0-1-1-1-7,6
12,22,0-1-1-1-9,12
12,22,0-1-2-3-6,5
12,22,0-1-1-3-7,17
12,22,1-1-1-1-1-8,2
12,22,0-1-1-2-9,26
12,22,1-1-1-1-7-8-9,2
12,22,0-1-1-1-6,1
12,22,0-1-1-3-6,1
12,22,0-1-2-3-9,6
12,22,1-1-1-1-1-6,2
12,22,1-1-1-1-6-7-9,1
12,22,0-1-2-3-7,2
12,22,0-1-5-6-7-9,1
12,22,1-1-1-1-6-7-8,1
12,24,0-1-2-3-6-9,30
12,24,1-1-1-1-1-8-9,2
12,24,1-1-1-1-1-1,77
12,24,1-1-1-1-1-6-8,11
12,24,0-1-1-1-7-9,31
12,24,0-1-1-1-3,10
12,24,0-1-1-1-6-9,4
12,24,0-0-1-1,2
12,24,0-1-1-4-6-9,1
12,24,0-1-1-5-6-7,4
12,24,0-1-1-4-8-9,1
12,24,0-1-2-3-7-8,10
12,24,0-1-1-1-6-8,1
12,24,1-1-1-1-2-3,2
12,24,0-1-1-1-6-7,2
12,24,1-1-1-1-1-3,3
12,24,1-1-1-1-1-7-9,14
12,24,0-1-1-2-8-9,2
12,24,0-1-1-2-3,3
12,24,1-1-1-1-1-6-9,16
12,24,1-1-2-3-4-6-9,2
12,24,1-1-1-1-6-7-8-9,1
12,24,0-1-1-1-1,2
12,24,0-1-1-1-2,1
12,24,1-1-1-2-3-6-8,1
12,24,0-1-1-5-8-9,1
12,24,0-1-1-1-8-9,2
12,24,1-1-1-1-1-7-8,3
12,24,0-1-1-5-6-8,1
12,26,0-1-1-1-1-6,3
12,26,0-1-1-1-1-9,10
12,26,1-1-1-1-1-1-7,3
12,26,1-1-1-1-1-1-8,7
12,26,0-1-1-5-7-8-9,1
12,26,1-1-1-1-1-7-8-9,1
12,26,0-1-1-1-4-8,1
12,26,1-1-1-1-1-1-9,11
12,26,0-1-1-2-3-6,1
12,26,0-1-1-1-3-7,30
12,26,0-1-1-1-2-9,21
12,26,1-1-1-1-1-1-6,3
12,26,0-1-1-2-3-9,3
12,26,0-1-1-5-6-8-9,8
12,26,0-1-1-1-7-8-9,2
12,26,1-1-2-3-4-5-9,1
12,26,0-1-1-5-6-7-9,1
12,26,0-1-1-4-6-8-9,2
12,26,0-1-1-1-1-8,1
12,26,0-0-1-3-9,1
12,26,0-1-1-1-2-8,1
12,28,0-1-1-1-4-6-9,4
12,28,1-1-1-1-1-1-6-9,20
12,28,1-1-1-1-1-1-1,21
12,28,0-1-1-1-2-3,15
12,28,0-1-1-1-1-1,22
12,28,0-1-1-1-4-7-9,10
12,28,0-1-1-4-5-8-9,4
12,28,0-1-1-5-6-7-8-9,4
12,28,0-1-1-1-5-6-8,16
12,28,0-1-1-4-6-7-8-9,2
12,28,1-1-1-1-1-1-7-9,6
12,28,0-1-1-1-2-5,3
12,28,0-1-1-1-4-6-8,8
12,28,0-1-1-1-4-6-7,1
12,28,1-1-1-1-1-1-6-8,1
12,28,0-1-1-1-2-8-9,1
12,28,0-1-1-1-3-5,4
12,28,0-1-1-1-1-7-9,2
12,28,1-1-1-1-1-1-7-8,3
12,28,1-1-1-1-1-1-8-9,1
12,28,0-1-1-1-1-6-8,1
12,28,1-1-1-1-1-1-6-7,1
12,28,0-1-1-1-1-7-8,1
12,28,0-1-1-1-1-6-9,1
12,28,0-1-1-4-5-6-7,1
12,28,0-1-1-1-2-4,2
12,28,0-1-1-2-5-8-9,1
12,28,0-0-1-1-2,1
12,30,0-1-1-1-1-6-7-9,1
12,30,1-1-1-1-1-1-1-7,3
12,30,0-1-1-1-1-2-9,4
12,30,0-1-1-4-5-6-8-9,12
12,30,1-1-1-1-1-1-1-8,18
12,30,0-1-1-1-3-6-7-9,11
12,30,0-1-1-4-5-7-8-9,5
12,30,0-1-1-4-5-6-7-9,7
12,30,0-0-1-1-1-9,4
12,30,0-1-1-1-2-4-8,1
12,30,0-0-1-1-1-8,1
12,30,0-0-0-1-9,2
12,30,0-0-1-1-2-9,2
12,30,0-1-1-1-3-4-6,1
12,30,0-1-1-1-4-6-7-8,1
12,30,1-1-1-1-1-1-1-9,2
12,30,0-0-1-1-3-9,4
12,30,0-0-1-1-2-8,7
12,30,0-1-1-1-1-5-6,5
12,30,0-1-1-1-1-4-9,3
12,30,0-1-1-4-5-6-7-8,2
12,30,0-0-1-3-3-9,1
12,30,0-1-1-1-3-4-7,1
12,30,1-1-2-3-4-5-6-7-9,1
12,30,0-1-1-1-2-5-8,1
12,30,1-1-1-1-1-1-1-6,1
12,30,0-1-1-1-1-2-8,1
12,30,0-1-1-1-2-4-9,1
12,30,1-1-2-3-4-5-6-7-8,1
12,32,0-1-1-1-1-1-5,1
12,32,0-0-1-1-2-3,7
12,32,0-1-1-1-1-2-3,7
12,32,0-1-1-1-1-1-3,8
12,32,1-1-1-1-1-1-1-1,12
12,32,0-0-0-1-1,2
12,32,0-1-1-1-1-2-6-8,1
12,32,0-1-1-1-1-1-2,5
12,32,0-0-1-1-1-1,5
12,32,0-1-1-4-5-6-7-8-9,28
12,32,0-0-1-1-1-3,1
12,32,0-1-1-1-3-4-6-7,6
12,32,0-0-1-1-4-5,4
12,32,1-1-1-1-1-1-1-3,1
12,32,0-1-1-1-2-5-8-9,7
12,32,0-0-1-1-2-6-9,3
12,32,1-1-1-1-1-1-1-6-8,4
12,32,1-1-1-1-1-1-1-6-9,4
12,32,1-1-1-1-1-1-1-7-8,4
12,32,0-1-1-1-2-3-4,1
12,32,1-1-1-1-1-1-1-7-9,1
12,32,0-1-1-1-1-5-7-9,1
12,32,0-1-1-1-1-4-7-9,1
12,32,0-0-1-1-1-6-8,1
12,34,1-1-1-1-1-1-1-1-8,6
12,34,0-0-1-1-1-1-9,2
12,34,0-1-1-1-1-1-5-6,2
12,34,0-0-1-2-3-3-7,2
12,34,0-0-0-1-6-8-9,1
12,34,0-0-1-1-2-4-9,2
12,34,0-0-1-1-2-3-9,1
12,34,0-0-0-1-7-8-9,3
12,34,0-1-1-1-1-1-4-9,1
12,34,1-1-1-1-1-1-1-1-6,2
12,36,0-1-1-1-1-1-3-7-9,20
12,36,1-1-1-1-1-1-1-1-1,3
12,36,0-0-1-1-1-1-6-9,4
12,36,1-1-1-1-1-1-1-1-6-9,3
12,36,0-1-1-1-1-1-3-6-9,2
12,36,0-0-1-1-1-1-2,1
12,36,0-1-1-1-1-1-2-6-9,5
12,36,0-0-0-1-1-1,2
12,36,0-1-1-1-1-1-2-6-8,3
12,36,0-0-1-1-2-3-6-9,20
12,36,0-1-1-1-1-1-3-4,1
12,36,0-0-1-1-1-3-5,1
12,36,0-0-1-1-2-5-7-8,1
12,36,0-1-1-1-1-1-4-7-9,2
12,36,0-0-1-1-4-5-7-9,1
12,36,0-0-0-1-1-7-9,1
12,36,0-0-1-1-1-1-3,1
12,36,1-1-1-1-1-1-1-1-6-8,1
12,36,0-1-1-1-1-1-3-7-8,2
12,36,0-1-1-1-1-1-2-7-8,1
12,38,0-0-1-1-1-1-3-7,7
12,38,1-1-1-1-1-1-1-1-1-6,21
12,38,1-1-1-1-1-1-1-1-1-9,4
12,38,0-0-1-1-1-1-7-8-9,1
12,38,0-0-1-1-1-1-3-6,2
12,38,0-0-1-1-1-1-1-7,1
12,38,0-1-1-1-1-1-1-4-9,1
12,38,0-1-1-1-1-1-2-5-8,2
12,38,0-0-1-1-1-1-6-8-9,1
12,38,0-0-1-1-4-5-6-7-8,2
12,38,0-0-0-1-2-3-9,1
12,38,1-1-1-1-1-1-1-1-6-7-8,1
12,38,0-0-1-1-1-2-3-7,1
12,38,0-0-1-1-1-3-5-7,1
12,38,0-0-0-1-1-1-9,1
12,38,1-1-1-1-1-1-1-1-1-7,2
12,38,0-1-1-1-1-1-1-2-9,1
12,38,1-1-1-1-1-1-1-1-1-8,3
12,38,0-0-1-1-1-3-5-6,1
12,38,0-0-1-1-1-1-1-6,1
12,40,0-0-0-1-1-2-3,5
12,40,0-0-1-1-1-1-2-3,7
12,40,0-0-1-1-1-4-5-6-7,1
12,40,0-0-1-1-4-5-6-7-8-9,9
12,40,0-0-1-2-2-3-3-6-9,3
12,40,1-1-1-1-1-1-1-1-1-1,2
12,40,0-0-0-1-1-1-7-9,2
12,40,0-0-1-1-1-1-1-6-7,1
12,40,0-0-1-1-1-1-1-6-9,4
12,40,0-0-0-1-1-2-7-8,1
12,40,0-0-0-1-1-1-6-9,1
12,40,0-0-1-1-1-1-1-1,2
12,40,0-0-1-1-1-1-1-2,3
12,40,0-0-1-1-1-1-1-7-8,2
12,40,0-0-0-1-1-1-6-8,1
12,40,0-1-1-1-1-1-1-2-3,1
12,40,1-1-1-1-1-1-1-1-1-7-8,2
12,40,0-0-1-1-1-3-5-7-8,4
12,40,1-1-1-1-1-1-1-1-1-6-9,6
12,40,0-1-1-1-1-1-3-4-6-7,1
12,40,0-1-1-1-1-1-2-5-8-9,1
12,40,0-0-0-1-1-2-6-9,2
12,40,0-0-0-1-1-1-7-8,1
12,40,0-0-1-2-2-3-3-7-8,3
12,40,1-1-1-1-1-1-1-1-1-7-9,1
12,40,0-0-0-1-1-1-3,1
12,40,1-1-1-1-1-1-1-1-1-8-9,1
12,40,0-1-1-1-1-2-3-6-7-8-9,1
12,40,0-0-1-1-1-2-3-6-9,1
12,40,0-0-0-0-1-7-8,1
12,40,0-0-0-0-1-1,1
12,42,0-0-0-1-1-1-1-9,4
12,42,0-0-0-1-1-1-3-7,1
12,42,1-1-1-1-1-1-1-1-1-1-9,5
12,42,0-0-0-0-1-1-8,1
12,42,0-0-1-1-1-3-4-5-7,14
12,42,1-1-1-1-1-1-1-1-1-1-7,2
12,42,0-1-1-1-1-1-1-3-5-8,1
12,42,0-1-1-1-1-1-1-1-5-9,1
12,44,0-0-1-1-1-1-1-1-1,1
12,44,0-0-0-0-1-2-3,1
12,44,0-0-0-1-1-2-3-7-9,1
12,44,1-1-1-1-1-1-1-1-1-1-1,1
12,44,0-0-0-1-1-2-3-6-9,12
12,44,0-0-0-1-1-1-1-6-9,2
12,44,0-0-1-1-1-1-1-3-6-9,1
12,44,1-1-1-1-1-1-1-1-1-1-7-9,2
12,44,0-0-0-1-1-1-1-1,1
12,44,0-0-1-1-1-1-1-5-6-9,2
12,44,0-0-0-1-1-1-2-8-9,2
12,44,0-0-1-1-1-1-1-1-8-9,1
12,44,1-1-1-1-1-1-1-1-1-1-6-9,4
12,44,0-0-1-1-1-4-5-6-7-8-9,9
12,44,0-0-0-1-1-1-2-6-9,1
12,44,0-1-1-1-1-1-1-1-1-3,1
12,44,0-0-1-1-1-1-1-2-3,4
12,44,0-0-1-1-1-1-1-1-3,1
12,46,1-1-1-1-1-1-1-1-1-1-1-8,1
12,46,0-0-0-1-1-1-1-3-9,1
12,46,0-0-0-1-1-1-1-4-9,2
12,48,0-0-0-1-1-1-1-2-3,10
12,48,0-1-1-1-1-1-1-1-2-3-7-8,1
12,48,0-0-0-0-1-1-1-3,3
12,48,0-1-1-1-1-1-1-1-2-3-6-9,7
12,48,0-0-0-1-1-1-2-3-6-9,7
12,48,1-1-1-1-1-1-1-1-1-1-1-6-9,6
12,48,0-0-0-1-1-1-1-1-2,1
12,48,0-0-1-1-1-1-1-1-1-7-9,1
12,48,0-0-0-1-1-1-1-1-6-7,2
12,48,1-1-1-1-1-1-1-1-1-1-1-7-9,5
12,48,0-0-0-0-1-1-1-2,2
12,48,0-0-0-0-1-1-4-7-8,1
12,48,1-1-1-1-1-1-1-1-1-1-1-1,1
12,48,0-0-1-1-1-1-1-1-1-1,1
12,48,0-0-0-1-1-1-2-3-7-8,2
12,48,0-0-0-1-1-2-2-3-3,1
12,48,0-0-1-1-1-1-1-1-3-5,2
12,48,1-1-1-1-1-1-1-1-1-1-1-7-8,1
12,48,0-0-1-1-1-1-1-1-1-6-9,1
12,48,1-1-1-1-1-1-1-1-1-1-1-6-8,2
12,50,0-0-1-1-1-1-1-1-4-7-8-9,1
12,50,0-0-1-1-1-1-1-1-5-6-7-8,3
12,50,0-0-0-0-1-1-1-6-7-9,1
12,50,0-0-1-1-1-1-1-1-5-7-8-9,1
12,52,1-1-1-1-1-1-1-1-1-1-1-1-1,2
12,52,0-0-1-1-1-1-1-1-1-1-1,2
12,52,0-0-0-1-1-1-1-1-1-3,1
12,52,0-0-0-1-1-1-1-1-1-7-8,2
12,52,0-0-0-1-1-1-1-1-2-3,1
12,52,0-0-0-1-1-1-1-1-1-7-9,6
12,52,0-0-0-1-1-1-1-1-1-6-9,1
12,52,0-0-0-0-1-1-1-1-6-9,1
12,52,0-0-0-0-1-1-1-4-6-9,1
12,54,0-0-1-1-1-1-1-1-1-4-5-7,2
12,54,0-0-0-1-1-1-1-1-1-5-9,1
12,54,0-0-0-0-0-1-1-1-9,1
12,54,0-0-1-1-1-1-1-1-1-1-5-9,1
12,54,0-0-0-0-1-1-1-1-3-9,1
12,54,0-0-0-1-1-1-1-1-2-3-7,1
12,54,0-0-0-1-1-1-1-1-1-6-7-8,1
12,54,0-0-0-0-1-1-1-2-3-8,1
12,56,0-0-0-0-0-1-1-1-3,4
12,56,0-0-0-0-1-1-1-1-1-1,1
12,56,0-0-1-1-1-1-1-1-1-3-4-5,1
12,56,0-0-0-0-0-1-1-1-1,1
12,56,1-1-1-1-1-1-1-1-1-1-1-1-1-7-8,4
12,56,0-0-0-1-2-2-2-3-3-3-7-8,3
12,56,0-0-0-1-2-2-2-3-3-3-6-9,2
12,56,1-1-1-1-1-1-1-1-1-1-1-1-1-6-8,3
12,56,1-1-1-1-1-1-1-1-1-1-1-1-1-6-9,4
12,56,0-0-0-0-1-1-1-1-3-6-7,1
12,56,0-0-1-1-1-1-1-1-1-4-5-6-9,1
12,56,1-1-1-1-1-1-1-1-1-1-1-1-1-7-9,2
12,56,0-0-0-1-1-1-1-1-1-3-5,1
12,56,0-0-0-1-1-1-1-1-1-6-7-8-9,1
12,58,0-0-0-0-1-1-1-1-1-3-9,1
12,58,0-0-0-1-1-1-1-1-1-1-1-9,1
12,58,0-0-1-1-1-1-1-1-1-1-1-6-7-8,1
12,58,1-1-1-1-1-1-1-1-1-1-1-1-1-1-8,1
12,58,1-1-1-1-1-1-1-1-1-1-1-1-1-1-6,1
12,60,0-0-0-0-1-1-1-1-1-1-1,1
12,60,0-0-0-1-1-1-1-1-1-1-1-1,3
12,60,0-0-1-1-1-1-1-1-1-1-2-3-5,2
12,60,0-0-0-0-1-1-1-1-2-2-3,1
12,60,0-0-0-0-1-1-1-1-2-3-7-9,1
12,60,0-0-1-1-1-1-1-1-1-1-2-3-8-9,1
12,60,0-0-0-1-1-1-1-1-1-1-1-6-8,2
12,60,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
12,60,0-0-0-0-1-1-1-1-1-3-6-7,1
12,60,0-0-0-1-1-1-1-1-1-1-2-3,1
12,60,0-0-1-1-1-1-1-1-1-1-1-4-5,1
12,60,0-0-0-0-1-1-1-1-1-2-7-9,1
12,60,0-0-0-0-1-1-1-1-1-2-8-9,1
12,62,0-0-0-1-1-1-1-1-1-1-1-2-9,1
12,64,0-0-0-1-1-1-1-1-1-1-1-4-5,1
12,64,0-0-0-0-0-1-1-1-1-3-5,2
12,64,0-0-0-1-1-1-1-1-1-1-1-1-6-7,1
12,64,0-0-0-0-1-1-1-2-3-3-5-6-7,1
12,64,0-0-1-1-1-1-1-1-1-1-1-3-4-5,1
12,64,0-0-0-0-0-0-1-1-1-1,1
12,68,0-0-1-1-1-1-1-1-1-1-1-1-3-4-5,1
12,68,0-0-0-0-0-0-1-1-1-2-8-9,1
12,68,0-0-0-0-1-1-1-1-1-1-1-1-3,1
12,70,0-0-0-0-0-1-1-1-1-1-1-2-9,1
12,72,0-0-0-0-0-1-1-1-1-1-1-1-1,1
12,72,0-0-0-0-1-1-1-1-1-1-1-1-1-8-9,1
12,72,0-0-0-0-0-0-0-1-1-1-3,2
12,74,0-0-0-0-0-0-0-1-1-1-3-9,3
12,76,0-0-0-0-0-0-1-1-1-1-1-1-2,2
12,78,0-0-0-0-0-0-0-1-1-2-2-3-9,1
12,88,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,1
12,90,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-9,1
12,96,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-5-8-9,1
12,124,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-3,1
13,4,0,1
13,6,0-1,1
13,8,0-1-2,1
13,10,0-0-1,2
13,10,0-0-2,2
13,12,0-0-1-2,71
13,12,0-0-0,1
13,12,0-0-1-6,1
13,14,0-0-1-1-2,1
13,14,0-0-0-1,2
13,14,0-0-1-2-5,1
13,14,0-0-1-2-6,2
13,16,0-0-1-1-2-2,17
13,16,0-0-1-2-5-6,1
13,16,0-0-0-1-2,3
13,16,0-0-0-0,1
13,18,0-0-0-1-2-6,1
13,18,0-0-0-1-2-3,1
13,20,0-0-0-0-1-2,6
13,20,0-0-0-0-2-2,3
13,20,0-0-0-0-0,5
13,22,0-0-0-0-1-2-4,2
13,22,0-0-0-0-0-1,8
13,22,0-0-0-0-0-2,1
13,24,0-0-0-0-1-2-3-4,1
13,24,0-0-0-0-0-1-2,18
13,24,0-0-0-1-1-1-2-2-2,1
13,26,0-0-0-0-0-0-1,1
13,26,0-0-0-0-0-1-2-6,1
13,26,0-0-0-0-0-1-1-2,2
13,28,0-0-0-0-0-1-2-4-5,1
13,28,0-0-0-0-0-0-2-3,1
