spg,n_atoms,wps,count
65,66,2-2-2-8-8-8-8-9-9-9-9-9-14-16-17,5
65,66,1-2-2-2-2-8-9-10-11-11-14-16-17,5
65,66,0-1-3-3-4-7-9-10-11-14,3
65,66,1-1-1-1-2-8-9-9-9-10-11-14,3
65,66,1-1-1-2-9-10-10-10-10-11-11-11-14,3
65,66,4-4-4-4-4-7-8-8-8-9-9-17,4
65,66,8-8-8-8-8-8-8-8-8-9-9-9-9-9-9-9-17,4
65,66,1-1-1-2-2-8-8-8-9-9-11-17,4
65,66,0-2-4-5-6-6-7-8-12-15-16-17,1
65,66,1-2-2-2-8-8-8-8-9-9-12-15-16-17,1
65,66,1-1-2-2-2-8-10-11-11-12-15-16-17,1
65,68,3-3-3-4-4-6-6-7-7-8-9-15-16,1
65,68,3-3-4-4-4-6-6-6-7-7-10-11,1
65,70,4-4-4-4-4-4-6-6-8-8-9-15,1
65,70,8-8-8-8-8-8-8-8-8-8-8-8-9-9-9-9-9-15,1
65,70,1-1-1-1-2-2-8-8-9-10-10-15,1
65,70,3-3-4-4-5-5-7-7-9-10-12-17,12
65,70,1-1-1-1-9-9-9-9-9-9-9-10-12-17,12
65,70,1-1-2-2-9-10-10-10-10-10-11-11-12-17,12
65,70,4-4-4-4-4-4-7-7-7-8-9-17,16
65,70,8-8-8-8-8-8-8-9-9-9-9-9-9-9-9-9-9-17,16
65,70,1-1-1-2-2-2-8-9-11-11-11-17,16
65,70,3-3-3-4-4-4-7-7-7-9-10-17,4
65,70,1-1-1-9-9-9-9-9-9-9-9-9-9-10-17,4
65,70,2-2-2-9-10-10-10-10-10-10-10-11-11-11-17,4
65,70,3-3-3-4-4-4-6-6-6-9-10-16,1
65,70,1-1-1-9-9-9-9-9-9-9-9-9-9-10-16,1
65,70,2-2-2-9-10-10-10-10-10-10-10-11-11-11-16,1
65,70,4-4-4-4-4-4-7-7-8-8-9-17,4
65,70,8-8-8-8-8-8-8-8-8-8-9-9-9-9-9-9-9-17,4
65,70,1-1-1-1-2-2-8-8-9-11-11-17,4
65,72,3-5-5-6-6-7-10-11-14-17,3
65,72,4-4-4-5-5-6-6-7-7-7-12-13-15-16,1
65,72,1-2-4-4-4-4-7-8-9-12-13-15-16,1
65,72,0-1-2-3-4-7-10-11-12-13-15-16,1
65,72,3-3-4-4-4-6-6-7-7-7-10-11-15-16,4
65,72,3-3-3-4-4-6-6-6-7-7-8-9-14-17,4
65,72,5-6-7-8-9-10-11-15-17,3
65,72,4-4-6-7-12-13-15-17,1
65,72,3-3-4-10-11-15-17,1
65,72,1-2-3-8-9-15-17,1
65,72,4-4-4-4-4-6-7-8-8-8-9-9-15-17,1
65,72,8-8-8-8-8-8-8-8-8-8-9-9-9-9-9-9-9-15-17,1
65,72,1-1-1-2-2-8-8-8-9-9-10-11-15-17,1
65,72,0-1-3-3-4-4-8-9-10-11,12
65,72,1-1-1-1-2-8-8-8-9-9-9-10-11,12
65,72,1-1-1-1-2-8-9-10-10-10-11-11-11,12
65,72,0-3-3-5-6-7,1
65,72,4-4-4-4-4-6-7-8-8-9-9-9-15-17,4
65,72,8-8-8-8-8-8-8-9-9-9-9-9-9-9-9-9-9-15-17,4
65,72,1-1-2-2-2-8-8-9-9-9-10-11-15-17,4
65,72,0-3-4-6-8-8-8-8-9-9-9-9-14-17,1
65,72,1-2-4-4-4-4-7-8-9-10-11-15-16,1
65,72,0-3-4-7-8-8-8-8-9-9-9-9-15-16,2
65,72,1-2-4-4-4-4-6-8-9-10-11-14-17,2
65,72,3-3-3-4-4-6-6-7-7-7-8-9-15-16,1
65,72,3-3-4-4-4-6-6-6-7-7-10-11-14-17,1
65,72,4-4-5-5-5-6-6-6-7-7-8-9-14-17,9
65,72,0-4-5-6-8-8-8-8-9-9-9-9-14-17,9
65,72,0-1-2-3-5-6-8-9-10-11-14-17,9
65,72,0-1-4-4-5-6-7-8-8-13-16-17,1
65,72,1-1-1-2-8-8-8-8-8-8-9-9-13-16-17,1
65,72,1-1-1-1-1-2-8-8-11-11-13-16-17,1
65,76,1-1-2-2-2-2-8-9-10-11-13-14-15-16-17,1
65,78,3-3-3-4-4-4-4-7-8-8-9-9-14,1
65,78,0-3-8-8-8-8-8-8-8-9-9-9-9-9-9-14,1
65,78,1-1-2-2-3-3-3-8-8-9-9-10-14,1
65,78,4-4-5-5-5-6-6-6-7-7-7-7-8-9-17,2
65,78,0-4-4-5-6-7-8-8-8-9-9-9-9-17,2
65,78,0-1-2-3-3-5-6-7-8-9-11-17,2
65,80,3-3-4-4-5-5-6-6-7-7-9-10-12-16-17,10
65,80,1-1-1-1-9-9-9-9-9-9-9-9-9-10-12-16-17,10
65,80,1-1-2-2-9-10-10-10-10-10-11-11-11-11-12-16-17,10
65,80,3-3-4-4-5-5-6-6-7-7-8-10-13-16-17,5
65,80,1-1-2-2-8-8-8-8-8-9-9-9-9-10-13-16-17,5
65,80,1-1-2-2-8-10-10-10-10-10-11-11-11-11-13-16-17,5
65,80,4-4-4-4-4-4-4-7-7-7-7-9-14-17,1
65,80,4-4-4-4-4-8-8-9-9-9-9-9-9-9-14-17,1
65,80,0-0-2-2-4-9-10-10-11-11-14-17,1
65,80,3-3-4-4-5-5-6-6-7-7-8-11-13-14-15,1
65,80,2-2-2-2-8-8-8-8-8-8-8-8-8-11-13-14-15,1
65,80,1-1-2-2-8-10-10-10-10-11-11-11-11-11-13-14-15,1
65,80,4-4-4-4-4-5-5-5-5-5,2
65,80,0-0-4-4-4-4-4-5,2
65,80,0-0-0-0-4-5,2
65,80,4-4-4-4-5-5-6-6-7-7-8-9-12-16-17,1
65,80,1-1-8-8-8-8-8-9-9-9-9-9-9-9-9-9-12-16-17,1
65,80,1-1-1-1-2-2-8-9-11-11-11-11-12-16-17,1
65,80,4-4-4-4-4-4-6-6-7-7-8-8-9-14-16,1
65,80,1-1-1-1-2-2-8-8-9-10-10-11-11-14-16,1
65,84,4-4-4-5-5-5-6-6-6-7-7-7-8-13-15-17,15
65,84,2-2-2-8-8-8-8-8-8-8-8-8-8-9-9-9-13-15-17,15
65,84,1-1-1-2-2-2-8-10-10-10-11-11-11-13-15-17,15
65,84,3-3-3-4-4-4-6-6-6-7-7-7-8-11-15-17,31
65,84,2-2-2-8-8-8-8-8-8-8-8-8-8-9-9-9-11-15-17,31
65,84,1-1-1-8-10-10-10-11-11-11-11-11-11-11-11-11-11-15-17,31
65,84,4-4-4-4-4-4-6-6-6-7-7-7-8-9-15-17,10
65,84,1-1-1-2-2-2-8-9-10-10-10-11-11-11-15-17,10
65,84,4-4-4-5-5-5-6-6-6-7-7-7-9-12-15-17,57
65,84,1-1-1-8-8-8-9-9-9-9-9-9-9-9-9-9-12-15-17,57
65,84,1-1-1-2-2-2-9-10-10-10-11-11-11-12-15-17,57
65,84,3-3-3-4-4-4-6-6-6-7-7-7-9-10-15-17,33
65,84,1-1-1-8-8-8-9-9-9-9-9-9-9-9-9-9-10-15-17,33
65,84,2-2-2-9-10-10-10-10-10-10-10-10-10-10-11-11-11-15-17,33
65,84,4-4-4-5-5-5-6-6-6-7-7-7-9-12-14-16,15
65,84,1-1-1-8-8-8-9-9-9-9-9-9-9-9-9-9-12-14-16,15
65,84,1-1-1-2-2-2-9-10-10-10-11-11-11-12-14-16,15
65,84,4-4-4-4-4-4-6-6-6-7-7-7-8-8-16-17,4
65,84,1-1-1-1-1-1-8-8-11-11-11-11-11-11-16-17,4
65,84,3-3-3-4-4-4-6-6-6-7-7-7-8-11-14-16,15
65,84,2-2-2-8-8-8-8-8-8-8-8-8-8-9-9-9-11-14-16,15
65,84,1-1-1-8-10-10-10-11-11-11-11-11-11-11-11-11-11-14-16,15
65,84,3-3-3-4-4-5-5-5-6-6-8-9-15-16,4
65,84,0-0-3-5-8-8-8-8-9-9-9-9-15-16,4
65,84,0-1-2-3-3-3-5-8-9-10-11-15-16,4
65,84,4-4-4-4-4-4-6-6-6-7-7-7-9-9-14-16,3
65,84,2-2-2-2-2-2-9-9-10-10-10-11-11-11-14-16,3
65,84,4-4-4-4-4-4-6-6-6-7-7-7-8-9-14-16,4
65,84,1-1-1-2-2-2-8-9-10-10-10-11-11-11-14-16,4
65,84,4-4-4-4-4-4-4-4-4-8-8-9,2
65,84,1-1-1-1-1-1-2-2-2-8-8-9,2
65,84,4-4-4-4-4-4-6-7-8-8-8-9-9-9-15-17,2
65,84,1-1-1-2-2-2-8-8-8-9-9-9-10-11-15-17,2
65,84,3-3-3-4-4-4-6-6-6-7-7-7-9-10-14-16,3
65,84,1-1-1-8-8-8-9-9-9-9-9-9-9-9-9-9-10-14-16,3
65,84,2-2-2-9-10-10-10-10-10-10-10-10-10-10-11-11-11-14-16,3
65,84,0-0-2-2-3-4-6-7-8-10-16-17,1
65,84,1-2-2-2-2-2-2-8-8-8-9-9-10-16-17,1
65,84,1-2-2-2-2-2-2-8-10-10-10-11-11-16-17,1
65,84,3-3-3-4-4-4-4-6-7-8-8-9-9-15-17,5
65,84,0-3-8-8-8-8-8-8-8-9-9-9-9-9-9-9-15-17,5
65,84,1-1-2-2-3-3-3-8-8-9-9-10-11-15-17,5
65,84,0-0-1-2-3-4-6-7-8-11-14-16,1
65,84,1-1-1-2-2-2-2-8-8-8-8-9-11-14-16,1
65,84,1-1-1-1-2-2-2-8-10-11-11-11-11-14-16,1
65,84,4-4-4-5-5-5-6-6-6-7-7-7-8-13-16-17,3
65,84,2-2-2-8-8-8-8-8-8-8-9-9-9-9-9-9-13-16-17,3
65,84,1-1-1-2-2-2-8-11-11-11-11-11-11-13-16-17,3
65,90,4-4-4-4-4-4-4-4-6-6-8-8-9-9-15,2
65,90,1-1-1-1-2-2-2-2-8-8-9-9-10-10-15,2
65,90,4-4-4-4-4-4-4-4-7-7-8-8-9-9-17,1
65,90,1-1-1-1-2-2-2-2-8-8-9-9-11-11-17,1
65,98,4-4-4-4-4-4-4-4-4-6-6-6-8-8-9-15,1
65,98,1-1-1-1-1-1-2-2-2-8-8-9-10-10-10-15,1
65,98,3-3-3-4-4-4-5-5-5-7-7-7-9-10-12-17,12
65,98,1-1-1-1-1-1-9-9-9-9-9-9-9-9-9-9-10-12-17,12
65,98,1-1-1-2-2-2-9-10-10-10-10-10-10-10-11-11-11-12-17,12
65,98,4-4-4-4-4-4-4-4-4-7-7-7-8-8-9-17,4
65,98,1-1-1-1-1-1-2-2-2-8-8-9-11-11-11-17,4
65,100,4-4-4-4-5-5-5-5-6-6-7-7-8-9-12-13-15-17,1
65,100,1-1-1-1-2-2-2-2-8-9-10-10-11-11-12-13-15-17,1
65,100,4-4-4-4-5-5-5-5-5-6-6-7-7-8-9-15-17,2
65,100,0-0-5-8-8-8-8-8-8-8-9-9-9-9-9-9-9-15-17,2
65,100,0-0-1-1-2-2-5-8-9-10-10-11-11-15-17,2
65,100,4-4-4-4-4-4-4-4-4-4-8-8-9-9-9,6
65,100,1-1-1-1-2-2-2-2-2-2-8-8-9-9-9,6
65,100,0-0-1-4-4-4-4-6-6-7-7-8-9-15-17,1
65,100,1-1-1-1-1-1-1-2-2-8-9-10-10-11-11-15-17,1
65,100,0-0-2-4-4-5-5-6-6-7-7-8-12-16-17,4
65,100,1-1-2-2-2-2-2-8-8-8-8-8-9-9-9-9-12-16-17,4
65,100,1-1-1-1-2-2-2-2-2-8-11-11-11-11-12-16-17,4
65,100,3-3-4-4-5-5-5-5-6-6-7-7-9-11-12-13-14-15,1
65,100,1-1-2-2-2-2-8-8-8-8-9-9-9-9-9-11-12-13-14-15,1
65,100,1-1-2-2-2-2-9-10-10-10-10-11-11-11-11-11-12-13-14-15,1
65,100,4-4-4-4-4-4-4-4-6-6-7-7-8-8-9-9-15-17,2
65,100,1-1-1-1-2-2-2-2-8-8-9-9-10-10-11-11-15-17,2
65,100,4-4-4-4-4-4-4-4-6-6-7-7-8-8-9-9-14-16,1
65,100,1-1-1-1-2-2-2-2-8-8-9-9-10-10-11-11-14-16,1
66,8,8-12,2
66,8,9-12,21
66,8,10-11,21
66,8,7-12,8
66,8,5,1
66,8,1,1
66,8,8,2
66,12,1-7,1
66,12,7-9-12,11
66,12,1-12,6
66,12,5-10,4
66,12,1-11,1
66,12,5-9,1
66,12,2-12,3
66,12,6-10,2
66,16,2-9-10,36
66,16,7-8-11-12,36
66,16,3-10-12,16
66,16,7-8,3
66,16,1-9-12,2
66,16,7-8-10-12,1
66,16,1-6,2
66,16,1-5,2
66,16,1,1
66,16,2,1
66,16,5-10-11,1
66,16,3-9-12,1
66,16,3-10-11,1
66,20,1-1-12,13
66,20,1-5-12,20
66,20,1-5-10,16
66,20,1-6-10,4
66,20,1-5-11,1
66,20,1-6-9,1
66,24,1-2-9-12,30
66,24,5-7-8-10-11,30
66,24,1-6-9-12,34
66,24,1-5-10-11,48
66,24,1-5-9-12,62
66,24,5-7-8-9-12,57
66,24,1-2-10-11,59
66,24,1-6-10-11,48
66,24,1-8,11
66,24,2-8,11
66,24,1-1-11-12,19
66,24,5-5-9-10,4
66,24,5-5-10-11,3
66,24,1-1-9-12,3
66,24,1-7,2
66,24,2-7,2
66,24,1-1-5,2
66,24,1-5-5,2
66,24,1-2-11-12,3
66,24,5-7-8-9-10,3
66,28,1-1-5-9,1
66,28,1-5-5-11,1
66,28,1-5-7-8-12,12
66,28,1-2-6-10,12
66,28,1-5-6-7,1
66,28,1-1-2-11,13
66,28,1-1-5-12,4
66,28,1-5-5-10,4
66,28,0-7-8-9,1
66,28,1-1-2-12,1
66,32,1-5-7-8-11-12,12
66,32,1-2-6-9-10,11
66,32,1-1-2-11-12,5
66,32,5-6-7-8-9-10,5
66,32,0-5-10-12,1
66,32,0-1-10-12,1
66,32,7-8-11-12,2
66,32,1-1,1
66,32,1-2,2
66,32,0-2-2,2
66,32,1-2-5-9-10,1
66,32,1-1-5-10-11,1
66,32,1-5-5-9-12,1
66,36,1-1-2-7-11-12,8
66,36,1-1-5-5-9,2
66,36,1-1-5-5-11,2
66,36,1-1-5-5-12,1
66,36,1-1-5-5-10,1
66,40,1-1-8,10
66,40,2-2-8,10
66,40,1-2-5-7-8-9-12,1
66,40,1-2-5-7-8-10-11,1
66,40,1-2-2-5-9-12,2
66,40,1-2-2-5-10-11,2
66,40,1-1-5-6-7-12,1
66,40,1-1-2-7-8-11-12,5
66,40,1-1-5-5-5,6
66,40,1-1-1-5-5,6
66,40,1-1-1-5-9-12,1
66,40,0-1-5-10-11,1
66,40,0-1-7-8-11-12,4
66,40,1-1-2-5-9-10,4
66,40,2-5-6-7-8-9-10,1
66,40,1-1-5-5-9-12,3
66,40,1-1-5-5-10-11,3
66,40,1-1-2-5-6,2
66,44,1-1-2-5-6-7,4
66,44,1-1-2-5-6-8,6
66,44,0-1-5-10-11-12,5
66,44,1-1-1-5-9-10-12,5
66,44,1-1-1-5-6-10,3
66,44,0-1-1-6-12,3
66,44,0-0-7-8-12,1
66,44,1-1-1-5-5-12,4
66,44,1-1-5-5-5-10,4
66,44,0-1-7-8-9-11-12,1
66,44,1-1-2-5-9-10-11,1
66,44,0-0-3-12,1
66,48,0-2-4-7-8-9-11,2
66,48,1-1-11-12,3
66,48,1-2-11-12,6
66,48,1-1-1-1-5-6,13
66,48,1-1-1-5-5-9-12,1
66,48,1-1-5-5-5-10-11,1
66,48,0-1-1-5-6,12
66,48,1-1-1-5-5-7-8,1
66,48,1-1-5-5-5-9-12,4
66,48,1-1-1-5-5-10-11,4
66,48,1-2-2-3-5-10-12,18
66,48,1-1-1-1-2-11-12,1
66,48,0-5-5-7-8-9-10,1
66,52,0-1-1-5-5-10,1
66,52,0-1-1-5-5-12,1
66,52,1-2-2-3-4-5-12,2
66,52,1-2-2-3-4-5-10,2
66,56,1-1-1-1-5-6-11-12,4
66,56,0-1-2-2-5-9-11,8
66,56,1-1-1-5-5-5-9-12,2
66,56,1-1-1-5-5-5-10-11,2
66,56,0-0-1-1-11-12,1
66,56,1-1-1-1-5-6-9-10,1
66,56,0-1-1-5-5-9-12,5
66,56,0-1-1-5-5-10-11,5
66,56,0-1-1-1-6-10-11,1
66,56,0-1-1-1-5-9-12,1
66,56,1-1-5-8,2
66,56,1-1-6-8,2
66,56,2-2-8-9-10,2
66,64,1-1-2-11-12,3
66,64,1-1-1-1-1-1-5-6,3
66,68,0-0-1-3-4-6-9,1
66,68,0-0-1-3-4-5-11,1
66,72,0-0-1-1-5-6-7-8,2
66,72,0-0-1-3-4-5-9-12,4
66,72,0-0-1-3-4-6-10-11,4
66,72,1-1-2-8-11-12,3
66,72,1-1-1-5-8,1
66,72,0-1-6-8,1
66,72,0-2-8-9-10,1
66,72,0-1-2-2-2-3-4-10-11,2
66,72,0-1-1-1-1-2-5-10-11,2
66,72,0-1-1-1-1-2-6-10-11,2
66,72,0-1-1-1-1-5-6-10-11,1
66,72,1-1-1-1-5-5-5-5-9-12,1
66,72,0-1-1-1-1-5-6-9-12,2
66,72,1-1-1-1-5-5-5-5-10-11,2
66,72,0-0-1-3-4-6-9-12,1
66,72,0-0-1-3-4-5-10-11,1
66,84,0-0-1-1-2-2-2-3-11,12
66,84,0-1-1-1-1-1-1-2-5-11,12
66,84,0-1-1-1-1-1-1-2-6-11,12
66,116,0-0-0-1-1-1-1-1-1-2-5-11,1
66,116,0-0-0-1-1-1-1-1-1-2-5-12,1
67,4,8,3
67,4,8-13,33
67,4,10-11,33
67,4,8-14,51
67,4,9-12,33
67,4,8-11,9
67,4,10-13,9
67,4,11-14,9
67,4,8-10,9
67,4,8-9,9
67,4,12-13,9
67,4,10-12,18
67,4,9-14,9
67,4,8-12,9
67,6,8-8-12,42
67,6,1-14,72
67,6,7-13,41
67,6,1-9,43
67,6,1-8,74
67,6,7-11,41
67,6,5-12,42
67,6,5-8,42
67,6,3-10,42
67,6,2-8,74
67,6,2-10,42
67,6,2-14,71
67,6,8-8-10,29
67,6,7-10,30
67,6,7-8,30
67,6,1-12,30
67,6,4-14,29
67,6,4-10,29
67,6,3-12,29
67,6,2-12,31
67,6,6-14,1
67,6,1-10,3
67,6,6-12,1
67,6,8-8-9,1
67,6,5-9,1
67,6,5-13,1
67,6,3-11,1
67,6,2-13,1
67,6,2-11,1
67,6,3-14,2
67,6,6-13,2
67,6,6-11,2
67,6,8-8-8,2
67,6,5-10,2
67,6,5-14,2
67,8,8-8-13-14,44
67,8,1-11-12,44
67,8,7-8-9,90
67,8,1-11-13,88
67,8,5-8-11,88
67,8,3-8-8,44
67,8,2-9-10,44
67,8,2-9-13,88
67,8,8-8,126
67,8,8-14,34
67,8,8-12,1
67,8,2,2
67,8,2-8-13,5
67,8,3-10-11,4
67,8,6-8-14,4
67,8,1-10-11,4
67,8,1-8-13,5
67,8,6-9-12,4
67,8,2-8-14,7
67,8,2-10-11,4
67,8,1-8-14,5
67,8,8-8-9-12,4
67,8,5-8-13,4
67,8,5-9-12,4
67,8,8,2
67,8,1-8-11,1
67,8,8-8-10-13,1
67,8,1-11-14,2
67,8,7-8-10,2
67,8,1-12-13,2
67,8,4-8-14,3
67,8,4-10-12,2
67,8,2-9-14,1
67,8,3-8-12,1
67,8,2-10-12,2
67,8,8-8-10-11,1
67,8,7-10-11,1
67,8,7-8-13,1
67,8,1-9-12,1
67,8,4-10-11,1
67,8,3-9-12,1
67,8,2-9-12,1
67,8,1-8-12,1
67,8,8-8-9-14,1
67,8,2-10-13,1
67,8,3-8-11,1
67,8,8-9-11-14,180
67,8,8-10-12-13,180
67,12,8-8-14,476
67,12,8-8-13,19
67,12,8-13-14,25
67,12,8-8-8,10
67,12,2-3-8-9,1
67,12,2-3-8-10,1
67,12,1-6-8-14,3
67,12,1-6-10-12,2
67,12,2-2-9-14,1
67,12,2-2-10-13,1
67,12,1-8-8-11-14,1
67,12,1-8-8-12-13,1
67,12,4-5-8-11,1
67,12,4-5-8-12,1
67,12,3-8-8-10-11,1
67,12,1-2-8-13,1
67,12,1-7-10-11,1
67,12,1-6-9-12,1
67,12,1-7-8-13,1
67,12,2-5-8-13,1
67,12,2-5-9-12,1
67,12,3-8-8-9-12,1
67,12,1-2-8-14,1
67,12,2-4-8-14,1
67,12,2-4-10-11,1
67,12,1-8-8-8-8,1
67,12,1-1-8-8,1
67,12,1-7-7,1
67,12,1-1-7,1
67,12,4-5-5,1
67,12,2-3-3,1
67,12,2-2-3,1
67,12,2-2-2,1
67,14,8-8-8-9-10-12-13,1
67,14,1-8-8-10-11-14,1
67,14,7-8-8-10-13-14,1
67,14,1-9-10-11-12-14,1
67,14,1-8-8-12-13-14,1
67,14,7-8-9-10-11-12,1
67,14,5-8-9-12-13-14,1
67,14,5-8-9-10-11-13,1
67,14,3-8-10-11-12-14,1
67,14,2-8-9-12-13-14,1
67,14,2-8-8-10-11-13,1
67,14,2-8-9-11-12-14,1
67,16,8-8-13-14,200
67,16,8-8-8-14,15
67,16,8-8-8-13,23
67,16,2-8-8,1
67,16,3-8-8-9-10-11-12,38
67,16,1-2-8-8-13-14,38
67,16,1-7-8-10-11-13,38
67,16,1-6-8-9-12-14,38
67,16,2-5-8-9-12-13,38
67,16,2-4-8-10-11-14,38
67,16,8-8-10-11,1
67,16,1-3-8-8-11-12,10
67,16,2-8-8-9-10-13-14,10
67,16,1-1-11-12-13-14,10
67,16,6-7-8-8-9-10,10
67,16,2-4-8-10-12-14,20
67,16,8-8,4
67,16,2-8-14,1
67,16,8-8-9-12,1
67,16,8-9-12-13,2
67,16,1,1
67,16,2,1
67,16,2-2,1
67,18,1-2-8-8-8-13-14,5
67,18,1-3-8-8-9-11-12,3
67,18,1-6-7-8-9-12,3
67,18,1-1-7-8-11-13,3
67,18,1-1-7-10-11-13,3
67,18,1-6-7-8-9-14,3
67,18,2-4-5-8-10-11,3
67,18,2-4-5-8-11-14,3
67,18,1-2-3-8-8-13,3
67,18,2-3-8-8-9-10-11,3
67,18,2-2-5-9-12-13,3
67,18,2-2-5-8-9-13,3
67,18,1-2-3-8-8-14,2
67,18,2-3-8-8-9-10-12,2
67,18,1-1-6-9-12-14,2
67,18,1-6-7-8-10-13,2
67,18,1-6-7-8-10-11,2
67,18,1-1-6-8-12-14,2
67,18,2-2-4-10-11-14,2
67,18,2-2-4-8-10-14,2
67,18,1-3-8-8-10-11-12,2
67,18,2-4-5-8-9-12,2
67,18,2-4-5-8-12-13,2
67,20,8-8-8-13-14,98
67,20,2-8-13-14,3
67,20,2-2-8,1
67,20,3-8-9-12,1
67,20,8-8-8-8-8,1
67,20,8-8-9-11-14,1
67,24,1-2-8-14,1
67,24,2-8,13
67,24,1-8,13
67,24,8-8-8,13
67,24,1-2-13-14,4
67,24,8-8-8-8-8-8,2
67,24,3-8-8-8-13,2
67,24,0-8-14,3
67,24,0-2-8-8-8-10-12-13,10
67,24,1-2-2-3-8-9-11-14,10
67,24,1-1-6-7-8-10-12-13,10
67,24,0-1-1-8-9-11-14,10
67,24,0-1-1-8-10-12-13,10
67,24,1-1-6-7-8-9-11-14,10
67,24,0-2-5-8-10-12-13,20
67,24,0-2-5-8-9-11-14,20
67,24,1-2-2-3-8-10-12-13,10
67,24,0-2-8-8-8-9-11-14,10
67,24,2-2-2,1
67,24,0-2,1
67,26,1-2-3-8-8-8-8-8-12-13,20
67,26,1-1-2-3-8-8-10-11-14,20
67,26,1-1-6-7-7-8-13-14,20
67,26,1-1-1-6-7-9-10-11,20
67,26,1-1-1-6-7-8-8-13,20
67,26,1-1-6-7-7-9-11-12,20
67,26,2-2-4-5-5-8-12-14,20
67,26,2-2-4-5-5-8-10-11,20
67,26,1-2-3-3-8-8-8-10-14,20
67,26,1-2-2-3-8-8-8-9-12,20
67,26,2-2-2-4-5-8-10-13,20
67,26,2-2-2-4-5-9-12-14,20
67,28,1-2-8-13-14,1
67,28,1-2-3-8,5
67,28,0-8-8-14,3
67,28,3-8-8-8-8-8,16
67,28,1-2-8-8-14,1
67,28,3-8-8-8-8-13,2
67,28,2-8-8-10-13-14,1
67,28,3-8-8-8-8-14,2
67,28,2-8-8-9-13-14,1
67,32,0-8-8-10-13,2
67,32,0-2-8-14,5
67,32,3-8-8-8-8-13-14,3
67,32,1-2-8-8-13-14,2
67,32,3-8-8-8-8-8-14,15
67,32,8-8-13-14,2
67,32,1-2,1
67,32,1-8-8,1
67,32,2-8-8,1
67,32,0-8-8-9-14,1
67,32,2-8-8-9-10-13-14,1
67,32,1-3-8-8-11-12,1
67,32,1-2-2-3-4-5-8-8-11-12,2
67,32,0-2-2-2-8-8-9-10-13-14,2
67,32,0-1-1-1-8-8-11-12-13-14,2
67,32,1-1-2-3-6-7-8-8-9-10,2
67,32,0-1-2-4-6-8-10-12-14,4
67,32,0-1-1-2-2-8-8-13-14,3
67,32,1-1-1-2-2-3-3-11-12,3
67,32,1-1-2-5-6-6-7-8-9,2
67,32,0-1-1-1-2-5-11-13,2
67,32,0-1-2-2-3-5-8-11,2
67,32,1-1-2-2-3-6-7-8-8,3
67,32,0-2-6-7-8-8-8-8-9-10,3
67,32,0-2-2-5-5-8-8-9-13,2
67,32,1-2-3-8-8,1
67,32,0-1-1-1-2-4-12-14,4
67,32,1-1-2-4-6-7-7-8-10,4
67,32,0-2-2-4-4-8-8-10-14,4
67,32,0-1-2-2-3-4-8-12,4
67,32,0-2-8-10,1
67,32,3-8-8-9-10-11-12,1
67,32,8-8-8-8-8-8-8-8,1
67,32,2-5-8-9-12-13,1
67,36,1-2-8-8-8-13-14,10
67,36,0-8-8-9-11-14,7
67,36,0-8-8-10-12-13,6
67,36,1-2-8-8-8-8-13,1
67,36,0-8-8-8-13-14,2
67,36,1-2-8-8-9-11-14,1
67,40,2-2-8,10
67,40,1-1-8,10
67,40,8-8-8-8-8,10
67,40,1-2-3-8-8-13-14,1
67,40,0-1-2-8-13,1
67,40,2-2-3-8-8-13-14,4
67,40,0-3-8-8-8-8,1
67,40,1-2-8-8-8-8-13-14,1
67,40,2-2-2-2-2,1
67,40,0-0-2,1
67,44,0-1-2-8-8-13,1
67,44,0-2-2-8-10-14,5
67,48,0-2-2-8-10-12-13,3
67,48,3-3-8-8-8-8-8-8-13-14,1
67,48,2-2-4-5-8-8-13-14,1
67,48,1-1-6-7-8-8-13-14,1
67,48,1-2-13-14,3
67,48,1-8-8-13-14,3
67,48,2-8-8-13-14,3
67,48,0-0-8-9-11-14,2
67,48,1-2-3-8-8-8-9-12-13,1
67,48,2-2-4-4-8-9-12-13,1
67,48,1-1-6-7-8-9-12-13,1
67,56,0-0-1-2-8-13,1
67,56,1-1-2-2-8-8-10-11-13-14,1
67,56,2-2-8-9-10,2
67,56,1-1-8-11-12,2
67,56,3-8-8-8-8-8,2
67,56,2-2-2-2-2-2-2,1
67,56,0-0-0-2,1
67,60,2-2-2-3-3-8-8-8-13-14,2
67,60,2-2-2-2-4-5-8-13-14,2
67,60,0-1-2-6-7-8-13-14,2
67,64,0-0-2-2-3-8-8,4
67,64,0-0-2-2-8-8-13-14,4
67,64,1-2-8-8-13-14,3
67,64,0-0-1-8-8-8-8-13-14,1
67,64,0-0-3-8-8-8-8-9-10,1
67,72,1-2-8-8-8-13-14,3
67,72,0-2-8-9-10,1
67,72,1-1-1-8-11-12,1
67,72,2-2-3-8-8-8,1
67,76,0-0-0-1-2-9-11-13,4
67,80,3-3-3-3-8-8-8-8-8-8-8-8-8-8-13-14,1
67,80,2-2-2-2-4-4-5-5-8-8-13-14,1
67,80,1-1-1-1-6-6-7-7-8-8-13-14,1
67,80,1-1-2-2-3-3-8-8-8-8-8-9-12-13,1
67,80,2-2-2-2-4-4-4-4-8-9-12-13,1
67,80,1-1-1-1-6-6-7-7-8-9-12-13,1
67,96,0-0-0-2-2-2-3-8-8-8-14,4
67,96,0-0-0-2-2-2-2-5-8-14,4
67,96,0-0-0-0-1-2-7-8-14,4
