184
 22.2720390000  0.0000000000  0.0000000000
 0.0000000000  22.2720390000  0.0000000000
 0.0000000000  0.0000000000  7.3492820000
H  19.7552985930  14.6772737010  6.6731480560
H  2.5167404070  7.5947652990  6.6731480560
H  7.5947652990  19.7552985930  2.9985070560
H  14.6772737010  2.5167404070  2.9985070560
H  17.1271979910  15.7240595340  6.2027940080
H  5.1448410090  6.5479794660  6.2027940080
H  6.5479794660  17.1271979910  2.5281530080
H  15.7240595340  5.1448410090  2.5281530080
H  17.1271979910  15.7240595340  3.9024687420
H  5.1448410090  6.5479794660  3.9024687420
H  6.5479794660  17.1271979910  0.2278277420
H  15.7240595340  5.1448410090  0.2278277420
H  19.7552985930  14.6772737010  3.4247654120
H  2.5167404070  7.5947652990  3.4247654120
H  7.5947652990  19.7552985930  7.0994064120
H  14.6772737010  2.5167404070  7.0994064120
H  14.6995457400  16.7263012890  3.8069280760
H  7.5724932600  5.5457377110  3.8069280760
H  5.5457377110  14.6995457400  0.1322870760
H  16.7263012890  7.5724932600  0.1322870760
H  12.6727901910  15.0558983640  3.8951194600
H  9.5992488090  7.2161406360  3.8951194600
H  7.2161406360  12.6727901910  0.2204784600
H  15.0558983640  9.5992488090  0.2204784600
H  10.7128507590  13.0291428150  3.4247654120
H  11.5591882410  9.2428961850  3.4247654120
H  9.2428961850  10.7128507590  7.0994064120
H  13.0291428150  11.5591882410  7.0994064120
H  10.7128507590  13.0291428150  6.6731480560
H  11.5591882410  9.2428961850  6.6731480560
H  9.2428961850  10.7128507590  2.9985070560
H  13.0291428150  11.5591882410  2.9985070560
H  12.6727901910  15.0558983640  6.2027940080
H  9.5992488090  7.2161406360  6.2027940080
H  7.2161406360  12.6727901910  2.5281530080
H  15.0558983640  9.5992488090  2.5281530080
H  14.6995457400  16.7263012890  6.2983346740
H  7.5724932600  5.5457377110  6.2983346740
H  5.5457377110  14.6995457400  2.6236936740
H  16.7263012890  7.5724932600  2.6236936740
H  14.4322812720  19.3321298520  6.2027940080
H  7.8397577280  2.9399091480  6.2027940080
H  2.9399091480  14.4322812720  2.5281530080
H  19.3321298520  7.8397577280  2.5281530080
H  14.2318329210  22.1606788050  6.6731480560
H  8.0402060790  0.1113601950  6.6731480560
H  0.1113601950  14.2318329210  2.9985070560
H  22.1606788050  8.0402060790  2.9985070560
H  14.2318329210  22.1606788050  3.4247654120
H  8.0402060790  0.1113601950  3.4247654120
H  0.1113601950  14.2318329210  7.0994064120
H  22.1606788050  8.0402060790  7.0994064120
H  14.4322812720  19.3321298520  3.9024687420
H  7.8397577280  2.9399091480  3.9024687420
H  2.9399091480  14.4322812720  0.2278277420
H  19.3321298520  7.8397577280  0.2278277420
