,0
160,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', '-x+y+1, y, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z']]]"
161,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']]]"
162,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, z'], ['x, y, z', '-x, -x+y, z'], ['x, y, z', 'y, x, z'], ['x, y, z', '-x, -x+y, z'], ['x, y, z', 'x-y, -y, z'], ['x, y, z', 'y, x, z']], [['x, y, z', '-y, -x, -z+1'], ['x, y, z', '-x+y, y, -z+1'], ['x, y, z', 'x, x-y, -z+1'], ['x, y, z', '-y, -x, -z+1'], ['x, y, z', '-x+y, y, -z+1'], ['x, y, z', 'x, x-y, -z+1']], [['x, y, z', '-y, -x, -z'], ['x, y, z', '-x+y, y, -z'], ['x, y, z', 'x, x-y, -z'], ['x, y, z', '-y, -x, -z'], ['x, y, z', '-x+y, y, -z'], ['x, y, z', 'x, x-y, -z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-x+y+1, y, -z+1', '-x+1, -y, -z+1', 'x-y, -y, z'], ['x, y, z', 'x, x-y+1, -z+1', '-x, -y+1, -z+1', '-x, -x+y, z'], ['x, y, z', '-y+1, -x+1, -z+1', '-x+1, -y+1, -z+1', 'y, x, z']], [['x, y, z', '-x+y+1, y, -z', '-x+1, -y, -z', 'x-y, -y, z'], ['x, y, z', 'x, x-y+1, -z', '-x, -y+1, -z', '-x, -x+y, z'], ['x, y, z', '-y+1, -x+1, -z', '-x+1, -y+1, -z', 'y, x, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, z', 'x-y, -y, z', '-x, -x+y, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, z', 'x-y, -y, z', '-x, -x+y, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z+1', '-x+y, y, -z+1', 'x, x-y+1, -z+1'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z+1', '-x+y+1, y, -z+1', 'x, x-y, -z+1']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z', '-x+y, y, -z', 'x, x-y+1, -z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z', '-x+y+1, y, -z', 'x, x-y, -z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z+1', '-x+y, y, -z+1', 'x, x-y, -z+1', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1', 'y, x, z', 'x-y, -y, z', '-x, -x+y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z', '-x+y, y, -z', 'x, x-y, -z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z', 'y, x, z', 'x-y, -y, z', '-x, -x+y, z']]]"
163,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, -z+1/2'], ['x, y, z', '-x+y, y, -z+1/2'], ['x, y, z', 'x, x-y, -z+1/2'], ['x, y, z', '-y, -x, -z+3/2'], ['x, y, z', '-x+y, y, -z+3/2'], ['x, y, z', 'x, x-y, -z+3/2']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z+1/2', '-x+y+1, y, -z+1/2', 'x, x-y, -z+1/2'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z+3/2', '-x+y, y, -z+3/2', 'x, x-y+1, -z+3/2']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z+1/2', '-x+y, y, -z+1/2', 'x, x-y+1, -z+1/2'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z+3/2', '-x+y+1, y, -z+3/2', 'x, x-y, -z+3/2']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z+1/2', '-x+y, y, -z+1/2', 'x, x-y, -z+1/2'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z+3/2', '-x+y, y, -z+3/2', 'x, x-y, -z+3/2']]]"
164,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-y, -x, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-x+y, y, z']], [['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1'], ['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1']], [['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z'], ['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z']], [['x, y, z', 'x-y, -y, -z+1', '-x+1, -y, -z+1', '-x+y+1, y, z'], ['x, y, z', '-x, -x+y, -z+1', '-x, -y+1, -z+1', 'x, x-y+1, z'], ['x, y, z', 'y, x, -z+1', '-x+1, -y+1, -z+1', '-y+1, -x+1, z']], [['x, y, z', 'x-y, -y, -z', '-x+1, -y, -z', '-x+y+1, y, z'], ['x, y, z', '-x, -x+y, -z', '-x, -y+1, -z', 'x, x-y+1, z'], ['x, y, z', 'y, x, -z', '-x+1, -y+1, -z', '-y+1, -x+1, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1', 'x-y, -y, -z+1', '-x, -x+y, -z+1', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1', '-y, -x, z', '-x+y, y, z', 'x, x-y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z', 'x-y, -y, -z', '-x, -x+y, -z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z']]]"
165,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+1/2'], ['x, y, z', '-x, -x+y, -z+1/2'], ['x, y, z', 'y, x, -z+1/2'], ['x, y, z', 'x-y, -y, -z+3/2'], ['x, y, z', '-x, -x+y, -z+3/2'], ['x, y, z', 'y, x, -z+3/2']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1/2', 'x-y, -y, -z+1/2', '-x, -x+y, -z+1/2'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+3/2', 'x-y, -y, -z+3/2', '-x, -x+y, -z+3/2']]]"
166,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-y, -x, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', '-x+y+1, y, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', 'x, x-y, z'], ['x, y, z', '-x+y+1, y, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y+1, z'], ['x, y, z', '-y+1, -x+1, z'], ['x, y, z', 'x, x-y+1, z'], ['x, y, z', '-x+y, y, z']], [['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1'], ['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+5/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+5/3'], ['x, y, z', 'y+1/3, x-1/3, -z+5/3'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+5/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+5/3'], ['x, y, z', 'y+1/3, x-1/3, -z+5/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+7/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+7/3'], ['x, y, z', 'y-1/3, x+1/3, -z+7/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+7/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+7/3'], ['x, y, z', 'y-1/3, x+1/3, -z+7/3']], [['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z'], ['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+2/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+2/3'], ['x, y, z', 'y+1/3, x-1/3, -z+2/3'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+2/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+2/3'], ['x, y, z', 'y+1/3, x-1/3, -z+2/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+4/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+4/3'], ['x, y, z', 'y-1/3, x+1/3, -z+4/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+4/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+4/3'], ['x, y, z', 'y-1/3, x+1/3, -z+4/3']], [['x, y, z', 'x-y, -y, -z', '-x+1, -y, -z', '-x+y+1, y, z'], ['x, y, z', '-x, -x+y, -z', '-x, -y+1, -z', 'x, x-y+1, z'], ['x, y, z', 'y, x, -z', '-x+1, -y+1, -z', '-y+1, -x+1, z'], ['x, y, z', '-x+y+2, y, z', 'x-y+1/3, -y+2/3, -z+2/3', '-x+7/3, -y+2/3, -z+2/3'], ['x, y, z', 'x, x-y+1, z', '-x+4/3, -x+y+2/3, -z+2/3', '-x+4/3, -y+5/3, -z+2/3'], ['x, y, z', '-y+2, -x+2, z', 'y+1/3, x-1/3, -z+2/3', '-x+7/3, -y+5/3, -z+2/3'], ['x, y, z', '-x+y+1, y, z', 'x-y+2/3, -y+4/3, -z+4/3', '-x+5/3, -y+4/3, -z+4/3'], ['x, y, z', 'x, x-y+2, z', '-x+2/3, -x+y+1/3, -z+4/3', '-x+2/3, -y+7/3, -z+4/3'], ['x, y, z', '-y+2, -x+2, z', 'y-1/3, x+1/3, -z+4/3', '-x+5/3, -y+7/3, -z+4/3']], [['x, y, z', 'x-y, -y, -z+1', '-x+1, -y, -z+1', '-x+y+1, y, z'], ['x, y, z', '-x, -x+y, -z+1', '-x, -y+1, -z+1', 'x, x-y+1, z'], ['x, y, z', 'y, x, -z+1', '-x+1, -y+1, -z+1', '-y+1, -x+1, z'], ['x, y, z', '-x+y+2, y, z', 'x-y+1/3, -y+2/3, -z+5/3', '-x+7/3, -y+2/3, -z+5/3'], ['x, y, z', 'x, x-y+1, z', '-x+4/3, -x+y+2/3, -z+5/3', '-x+4/3, -y+5/3, -z+5/3'], ['x, y, z', '-y+2, -x+2, z', 'y+1/3, x-1/3, -z+5/3', '-x+7/3, -y+5/3, -z+5/3'], ['x, y, z', '-x+y+1, y, z', 'x-y+2/3, -y+4/3, -z+7/3', '-x+5/3, -y+4/3, -z+7/3'], ['x, y, z', 'x, x-y+2, z', '-x+2/3, -x+y+1/3, -z+7/3', '-x+2/3, -y+7/3, -z+7/3'], ['x, y, z', '-y+2, -x+2, z', 'y-1/3, x+1/3, -z+7/3', '-x+5/3, -y+7/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1', 'x-y, -y, -z+1', '-x, -x+y, -z+1', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z', 'y+1/3, x-1/3, -z+5/3', 'x-y+1/3, -y+2/3, -z+5/3', '-x+4/3, -x+y+2/3, -z+5/3', '-x+4/3, -y+2/3, -z+5/3', 'y+1/3, -x+y+2/3, -z+5/3', 'x-y+1/3, x-1/3, -z+5/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z', 'y-1/3, x+1/3, -z+7/3', 'x-y+2/3, -y+4/3, -z+7/3', '-x+2/3, -x+y+1/3, -z+7/3', '-x+2/3, -y+4/3, -z+7/3', 'y-1/3, -x+y+1/3, -z+7/3', 'x-y+2/3, x+1/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z', 'x-y, -y, -z', '-x, -x+y, -z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z', 'y+1/3, x-1/3, -z+2/3', 'x-y+1/3, -y+2/3, -z+2/3', '-x+4/3, -x+y+2/3, -z+2/3', '-x+4/3, -y+2/3, -z+2/3', 'y+1/3, -x+y+2/3, -z+2/3', 'x-y+1/3, x-1/3, -z+2/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z', 'y-1/3, x+1/3, -z+4/3', 'x-y+2/3, -y+4/3, -z+4/3', '-x+2/3, -x+y+1/3, -z+4/3', '-x+2/3, -y+4/3, -z+4/3', 'y-1/3, -x+y+1/3, -z+4/3', 'x-y+2/3, x+1/3, -z+4/3']]]"
167,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+1/2'], ['x, y, z', '-x, -x+y, -z+1/2'], ['x, y, z', 'y, x, -z+1/2'], ['x, y, z', 'x-y, -y, -z+3/2'], ['x, y, z', '-x, -x+y, -z+3/2'], ['x, y, z', 'y, x, -z+3/2'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+7/6'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+7/6'], ['x, y, z', 'y+1/3, x-1/3, -z+7/6'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+13/6'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+13/6'], ['x, y, z', 'y+1/3, x-1/3, -z+13/6'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+11/6'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+11/6'], ['x, y, z', 'y-1/3, x+1/3, -z+11/6'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+17/6'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+17/6'], ['x, y, z', 'y-1/3, x+1/3, -z+17/6']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x+7/3, -y+2/3, -z+2/3'], ['x, y, z', '-x+4/3, -y+5/3, -z+2/3'], ['x, y, z', '-x+7/3, -y+5/3, -z+2/3'], ['x, y, z', '-x+4/3, -y+5/3, -z+5/3'], ['x, y, z', '-x+7/3, -y+2/3, -z+5/3'], ['x, y, z', '-x+7/3, -y+5/3, -z+5/3'], ['x, y, z', '-x+5/3, -y+4/3, -z+4/3'], ['x, y, z', '-x+2/3, -y+7/3, -z+4/3'], ['x, y, z', '-x+5/3, -y+7/3, -z+4/3'], ['x, y, z', '-x+2/3, -y+7/3, -z+7/3'], ['x, y, z', '-x+5/3, -y+4/3, -z+7/3'], ['x, y, z', '-x+5/3, -y+7/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-x+4/3, -y+2/3, -z+2/3', 'y+1/3, -x+y+2/3, -z+2/3', 'x-y+1/3, x-1/3, -z+2/3'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-x+4/3, -y+2/3, -z+5/3', 'y+1/3, -x+y+2/3, -z+5/3', 'x-y+1/3, x-1/3, -z+5/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-x+2/3, -y+4/3, -z+4/3', 'y-1/3, -x+y+1/3, -z+4/3', 'x-y+2/3, x+1/3, -z+4/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-x+2/3, -y+4/3, -z+7/3', 'y-1/3, -x+y+1/3, -z+7/3', 'x-y+2/3, x+1/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1/2', 'x-y, -y, -z+1/2', '-x, -x+y, -z+1/2'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+3/2', 'x-y, -y, -z+3/2', '-x, -x+y, -z+3/2'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', 'y+1/3, x-1/3, -z+7/6', 'x-y+1/3, -y+2/3, -z+7/6', '-x+4/3, -x+y+2/3, -z+7/6'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', 'y+1/3, x-1/3, -z+13/6', 'x-y+1/3, -y+2/3, -z+13/6', '-x+4/3, -x+y+2/3, -z+13/6'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', 'y-1/3, x+1/3, -z+11/6', 'x-y+2/3, -y+4/3, -z+11/6', '-x+2/3, -x+y+1/3, -z+11/6'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', 'y-1/3, x+1/3, -z+17/6', 'x-y+2/3, -y+4/3, -z+17/6', '-x+2/3, -x+y+1/3, -z+17/6']]]"
168,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x, -y+1, z'], ['x, y, z', '-x+1, -y+1, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, z', 'y, -x+y, z', 'x-y, x, z']]]"
169,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']]]"
170,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']]]"
171,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x, -y+1, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z']]]"
172,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1, -y+1, z'], ['x, y, z', '-x+1, -y, z'], ['x, y, z', '-x, -y+1, z']], [['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z'], ['x, y, z', '-x, -y, z']]]"
